"subject" "activity" "measurement" "average"
4 "Walking Upstairs" "fBodyBodyGyroMagmean" -0.683314955211382
4 "Walking Upstairs" "fBodyGyromeanX" -0.537445270313821
4 "Walking Upstairs" "fBodyGyromeanY" -0.799459630325203
4 "Walking Upstairs" "fBodyGyromeanZ" -0.634729117447154
4 "Walking Upstairs" "fBodyGyrostdX" -0.652062731170732
4 "Walking Upstairs" "fBodyGyrostdY" -0.727336206422764
4 "Walking Upstairs" "fBodyGyrostdZ" -0.748519078617886
4 "Walking Upstairs" "tBodyAccJerkMagmean" -0.551665062753089
4 "Walking Upstairs" "tBodyAccJerkmeanX" 0.080200587601626
4 "Walking Upstairs" "tBodyAccJerkmeanY" 0.0106812194621382
4 "Walking Upstairs" "tBodyAccJerkmeanZ" -0.00737856315243902
4 "Walking Upstairs" "tBodyAccJerkstdX" -0.522686832030976
4 "Walking Upstairs" "tBodyAccJerkstdY" -0.446980128646341
4 "Walking Upstairs" "tBodyAccJerkstdZ" -0.817881987560976
4 "Walking Upstairs" "tBodyAccMagmean" -0.441789745892683
4 "Walking Upstairs" "tBodyAccmeanX" 0.269685855146341
4 "Walking Upstairs" "tBodyAccmeanY" -0.0171085099442602
4 "Walking Upstairs" "tBodyAccmeanZ" -0.110053359325203
4 "Walking Upstairs" "tBodyAccstdX" -0.481157815330894
4 "Walking Upstairs" "tBodyAccstdY" -0.384255322007236
4 "Walking Upstairs" "tBodyAccstdZ" -0.658285719430894
4 "Walking Upstairs" "tBodyGyroJerkMagmean" -0.771259192195122
4 "Walking Upstairs" "tBodyGyroJerkmeanX" -0.112213469653659
4 "Walking Upstairs" "tBodyGyroJerkmeanY" -0.0384344734528455
4 "Walking Upstairs" "tBodyGyroJerkmeanZ" -0.0529863681443902
4 "Walking Upstairs" "tBodyGyroJerkstdX" -0.637528066829268
4 "Walking Upstairs" "tBodyGyroJerkstdY" -0.888412003333333
4 "Walking Upstairs" "tBodyGyroJerkstdZ" -0.681795418349593
4 "Walking Upstairs" "tBodyGyroMagmean" -0.574385249590244
4 "Walking Upstairs" "tBodyGyromeanX" -0.027473566188374
4 "Walking Upstairs" "tBodyGyromeanY" -0.0845813729861789
4 "Walking Upstairs" "tBodyGyromeanZ" 0.0958069867471545
4 "Walking Upstairs" "tBodyGyrostdX" -0.623295736308943
4 "Walking Upstairs" "tBodyGyrostdY" -0.749889456666667
4 "Walking Upstairs" "tBodyGyrostdZ" -0.695570737073171
4 "Walking Upstairs" "tGravityAccMagmean" -0.441789745892683
4 "Walking Upstairs" "tGravityAccmeanX" 0.667377493902439
4 "Walking Upstairs" "tGravityAccmeanY" 0.176064219895122
4 "Walking Upstairs" "tGravityAccmeanZ" 0.117030634772358
4 "Walking Upstairs" "tGravityAccstdX" -0.954845868211382
4 "Walking Upstairs" "tGravityAccstdY" -0.940959838617886
4 "Walking Upstairs" "tGravityAccstdZ" -0.948783616341463
5 "Walking" "fBodyAccJerkmeanX" -0.604769869438742
5 "Walking" "fBodyAccJerkmeanY" -0.550991969857417
5 "Walking" "fBodyAccJerkmeanZ" -0.768762357980132
5 "Walking" "fBodyAccJerkstdX" -0.584013626983444
5 "Walking" "fBodyAccJerkstdY" -0.491500434303907
5 "Walking" "fBodyAccJerkstdZ" -0.798835563807947
5 "Walking" "fBodyAccMagmean" -0.528503022745033
5 "Walking" "fBodyAccmeanX" -0.55123770513245
5 "Walking" "fBodyAccmeanY" -0.440232431795033
5 "Walking" "fBodyAccmeanZ" -0.696171811490066
5 "Walking" "fBodyAccstdX" -0.492829885748675
5 "Walking" "fBodyAccstdY" -0.422162171100331
5 "Walking" "fBodyAccstdZ" -0.649351210748344
5 "Walking" "fBodyBodyAccJerkMagmean" -0.573176177044172
5 "Walking" "fBodyBodyGyroJerkMagmean" -0.748829309536424
5 "Walking" "fBodyBodyGyroMagmean" -0.677355755703311
5 "Walking" "fBodyGyromeanX" -0.632239300829801
5 "Walking" "fBodyGyromeanY" -0.71706218781457
5 "Walking" "fBodyGyromeanZ" -0.537329127293278
5 "Walking" "fBodyGyrostdX" -0.73573857718543
5 "Walking" "fBodyGyrostdY" -0.702290390960265
5 "Walking" "fBodyGyrostdZ" -0.669353687483444
5 "Walking" "tBodyAccJerkMagmean" -0.589313870006622
5 "Walking" "tBodyAccJerkmeanX" 0.0841019899622517
5 "Walking" "tBodyAccJerkmeanY" 0.0017656830384106
5 "Walking" "tBodyAccJerkmeanZ" -0.0029537113427351
5 "Walking" "tBodyAccJerkstdX" -0.575890535679801
5 "Walking" "tBodyAccJerkstdY" -0.506544358609603
5 "Walking" "tBodyAccJerkstdZ" -0.78456199486755
5 "Walking" "tBodyAccMagmean" -0.460866415568709
5 "Walking" "tBodyAccmeanX" 0.279177960301325
5 "Walking" "tBodyAccmeanY" -0.0154833455336192
5 "Walking" "tBodyAccmeanZ" -0.105661736816887
5 "Walking" "tBodyAccstdX" -0.507691011391722
5 "Walking" "tBodyAccstdY" -0.402724906078146
5 "Walking" "tBodyAccstdZ" -0.646443640175497
5 "Walking" "tBodyGyroJerkMagmean" -0.707383517582782
5 "Walking" "tBodyGyroJerkmeanX" -0.103522877147351
5 "Walking" "tBodyGyroJerkmeanY" -0.0490624519374172
5 "Walking" "tBodyGyroJerkmeanZ" -0.0506258160122517
5 "Walking" "tBodyGyroJerkstdX" -0.662581310334437
5 "Walking" "tBodyGyroJerkstdY" -0.774114270364238
5 "Walking" "tBodyGyroJerkstdZ" -0.564680771249007
5 "Walking" "tBodyGyroMagmean" -0.602770284825828
5 "Walking" "tBodyGyromeanX" -0.0294516873643046
5 "Walking" "tBodyGyromeanY" -0.0774316445596026
5 "Walking" "tBodyGyromeanZ" 0.0866267116745033
5 "Walking" "tBodyGyrostdX" -0.709955676983444
5 "Walking" "tBodyGyrostdY" -0.705638306688742
5 "Walking" "tBodyGyrostdZ" -0.606589817380795
5 "Walking" "tGravityAccMagmean" -0.460866415568709
5 "Walking" "tGravityAccmeanX" 0.698153719072848
5 "Walking" "tGravityAccmeanY" 0.112313109736755
5 "Walking" "tGravityAccmeanZ" 0.0921607197449904
5 "Walking" "tGravityAccstdX" -0.964629108807947
5 "Walking" "tGravityAccstdY" -0.939973777950331
5 "Walking" "tGravityAccstdZ" -0.94207867884106
6 "Walking" "fBodyAccJerkmeanX" -0.677779817705085
6 "Walking" "fBodyAccJerkmeanY" -0.66059454675
6 "Walking" "fBodyAccJerkmeanZ" -0.859603672415254
6 "Walking" "fBodyAccJerkstdX" -0.686677797992797
6 "Walking" "fBodyAccJerkstdY" -0.616329704501695
6 "Walking" "fBodyAccJerkstdZ" -0.882511909533898
6 "Walking" "fBodyAccMagmean" -0.631495453982373
6 "Walking" "fBodyAccmeanX" -0.646620302652542
6 "Walking" "fBodyAccmeanY" -0.578355099619068
6 "Walking" "fBodyAccmeanZ" -0.814738365169491
6 "Walking" "fBodyAccstdX" -0.649772161629703
6 "Walking" "fBodyAccstdY" -0.568609162121059
6 "Walking" "fBodyAccstdZ" -0.793153623220339
6 "Walking" "fBodyBodyAccJerkMagmean" -0.652860664036017
6 "Walking" "fBodyBodyGyroJerkMagmean" -0.802472022627119
6 "Walking" "fBodyBodyGyroMagmean" -0.73860950399661
6 "Walking" "fBodyGyromeanX" -0.710060816508475
6 "Walking" "fBodyGyromeanY" -0.761625061822034
6 "Walking" "fBodyGyromeanZ" -0.668113881479237
6 "Walking" "fBodyGyrostdX" -0.786180311132627
6 "Walking" "fBodyGyrostdY" -0.76410811809322
6 "Walking" "fBodyGyrostdZ" -0.770467456313559
6 "Walking" "tBodyAccJerkMagmean" -0.701327652220339
6 "Walking" "tBodyAccJerkmeanX" 0.0866435091149576
6 "Walking" "tBodyAccJerkmeanY" 0.00183060788194915
6 "Walking" "tBodyAccJerkmeanZ" -0.000810930989618644
6 "Walking" "tBodyAccJerkstdX" -0.667198721502542
6 "Walking" "tBodyAccJerkstdY" -0.627357097410593
6 "Walking" "tBodyAccJerkstdZ" -0.871721440720339
6 "Walking" "tBodyAccMagmean" -0.619147950475381
6 "Walking" "tBodyAccmeanX" 0.269434151902542
6 "Walking" "tBodyAccmeanY" -0.0163911123936864
6 "Walking" "tBodyAccmeanZ" -0.117900692084746
6 "Walking" "tBodyAccstdX" -0.647669170333475
6 "Walking" "tBodyAccstdY" -0.553142396078856
6 "Walking" "tBodyAccstdZ" -0.789845077542373
6 "Walking" "tBodyGyroJerkMagmean" -0.780046966228814
6 "Walking" "tBodyGyroJerkmeanX" -0.0919680285336017
6 "Walking" "tBodyGyroJerkmeanY" -0.0437656755737288
6 "Walking" "tBodyGyroJerkmeanZ" -0.0571513411507627
6 "Walking" "tBodyGyroJerkstdX" -0.739023005
6 "Walking" "tBodyGyroJerkstdY" -0.82004406309322
6 "Walking" "tBodyGyroJerkstdZ" -0.70638507157161
6 "Walking" "tBodyGyroMagmean" -0.690488145614407
6 "Walking" "tBodyGyromeanX" -0.0342840234147034
6 "Walking" "tBodyGyromeanY" -0.0772570116263983
6 "Walking" "tBodyGyromeanZ" 0.104308754638941
6 "Walking" "tBodyGyrostdX" -0.767068673052966
6 "Walking" "tBodyGyrostdY" -0.761438068516949
6 "Walking" "tBodyGyrostdZ" -0.723490206153814
6 "Walking" "tGravityAccMagmean" -0.619147950475381
6 "Walking" "tGravityAccmeanX" 0.670506153601695
6 "Walking" "tGravityAccmeanY" 0.0612321366461864
6 "Walking" "tGravityAccmeanZ" 0.0584702778558475
6 "Walking" "tGravityAccstdX" -0.95651898940678
6 "Walking" "tGravityAccstdY" -0.952613166822034
6 "Walking" "tGravityAccstdZ" -0.940646609533898
6 "Walking Upstairs" "fBodyAccJerkmeanX" -0.2089562025
6 "Walking Upstairs" "fBodyAccJerkmeanY" -0.0871500384348315
6 "Walking Upstairs" "fBodyAccJerkmeanZ" -0.352981568269663
6 "Walking Upstairs" "fBodyAccJerkstdX" -0.207095971672
6 "Walking Upstairs" "fBodyAccJerkstdY" 0.0354678201573034
6 "Walking Upstairs" "fBodyAccJerkstdZ" -0.419621473955056
6 "Walking Upstairs" "fBodyAccMagmean" -0.0562800368966292
6 "Walking Upstairs" "fBodyAccmeanX" -0.133757972988764
6 "Walking Upstairs" "fBodyAccmeanY" 0.102003878820225
6 "Walking Upstairs" "fBodyAccmeanZ" -0.336322224157303
6 "Walking Upstairs" "fBodyAccstdX" -0.127245614919101
6 "Walking Upstairs" "fBodyAccstdY" 0.0592301040449438
6 "Walking Upstairs" "fBodyAccstdZ" -0.432409407539326
6 "Walking Upstairs" "fBodyBodyAccJerkMagmean" -0.0759734389325843
6 "Walking Upstairs" "fBodyBodyGyroJerkMagmean" -0.252582563561798
6 "Walking Upstairs" "fBodyBodyGyroMagmean" -0.156240715516854
6 "Walking Upstairs" "fBodyGyromeanX" -0.0788327637831461
6 "Walking Upstairs" "fBodyGyromeanY" -0.248795741449438
6 "Walking Upstairs" "fBodyGyromeanZ" -0.0819830495561798
6 "Walking Upstairs" "fBodyGyrostdX" -0.445412804202247
6 "Walking Upstairs" "fBodyGyrostdY" -0.28620515505618
6 "Walking Upstairs" "fBodyGyrostdZ" -0.414621153179775
6 "Walking Upstairs" "tBodyAccJerkMagmean" -0.153888888820225
6 "Walking Upstairs" "tBodyAccJerkmeanX" 0.0674351008988764
6 "Walking Upstairs" "tBodyAccJerkmeanY" -0.00310401228089888
6 "Walking Upstairs" "tBodyAccJerkmeanZ" -0.00609868840674157
6 "Walking Upstairs" "tBodyAccJerkstdX" -0.171553961355056
6 "Walking Upstairs" "tBodyAccJerkstdY" 0.00409088203382023
6 "Walking Upstairs" "tBodyAccJerkstdZ" -0.386900926617978
6 "Walking Upstairs" "tBodyAccMagmean" -0.0554082692382022
6 "Walking Upstairs" "tBodyAccmeanX" 0.280179098426966
6 "Walking Upstairs" "tBodyAccmeanY" -0.0206949591117978
6 "Walking Upstairs" "tBodyAccmeanZ" -0.110940029325843
6 "Walking Upstairs" "tBodyAccstdX" -0.127000600558652
6 "Walking Upstairs" "tBodyAccstdY" 0.121465311011236
6 "Walking Upstairs" "tBodyAccstdZ" -0.361381608884045
6 "Walking Upstairs" "tBodyGyroJerkMagmean" -0.202676039247191
6 "Walking Upstairs" "tBodyGyroJerkmeanX" -0.0589128557764045
6 "Walking Upstairs" "tBodyGyroJerkmeanY" -0.0500700364842697
6 "Walking Upstairs" "tBodyGyroJerkmeanZ" -0.0433103259283146
6 "Walking Upstairs" "tBodyGyroJerkstdX" -0.0342001184382022
6 "Walking Upstairs" "tBodyGyroJerkstdY" -0.300014548011236
6 "Walking Upstairs" "tBodyGyroJerkstdZ" -0.0509923894251685
6 "Walking Upstairs" "tBodyGyroMagmean" -0.175624994910562
6 "Walking Upstairs" "tBodyGyromeanX" -0.067430938188764
6 "Walking Upstairs" "tBodyGyromeanY" -0.0529948418524719
6 "Walking Upstairs" "tBodyGyromeanZ" 0.0787625669280899
6 "Walking Upstairs" "tBodyGyrostdX" -0.35344952441573
6 "Walking Upstairs" "tBodyGyrostdY" -0.267781342044944
6 "Walking Upstairs" "tBodyGyrostdZ" -0.272215022761798
6 "Walking Upstairs" "tGravityAccMagmean" -0.0554082692382022
6 "Walking Upstairs" "tGravityAccmeanX" 0.736951892247191
6 "Walking Upstairs" "tGravityAccmeanY" -0.103190808202247
